Time (s),Accel_X (g),Accel_Y (g),Accel_Z (g),Accel_Mag (g),Gyro_X (deg/s),Gyro_Y (deg/s),Gyro_Z (deg/s),Mag_X (mT),Mag_Y (mT),Mag_Z (mT),Pressure (mbar),P_Temp (C),Battery (V),time
31.62,0.86,8.26,-3.835,-0.663,-456.0,-0.1,-6.6,-307.5,-345.3,-21.3,1001.3,19.85,3.87,31.62
31.63,0.98,8.83,-2.7,-0.525,-478.9,-8.7,16.5,-290.7,-364.5,-21.3,1001.6,19.85,3.87,31.63
31.64,1.13,9.285,-1.535,-0.331,-502.1,-22.6,36.5,-307.5,-388.5,-26.7,1001.9,19.85,3.87,31.64
31.65,1.42,9.38,-0.03,-0.323,-526.0,-40.9,52.7,-314.7,-417.3,-24.9,1002.0,19.85,3.87,31.65
31.66,1.68,9.28,1.0,-0.326,-551.4,-63.4,64.5,-297.9,-419.7,-37.5,1001.7,19.85,3.87,31.66
31.67,1.825,8.95,2.035,-0.452,-578.6,-89.0,71.4,-293.1,-438.9,-44.1,1001.6,19.85,3.87,31.67
31.68,1.825,8.95,2.035,-0.452,-578.6,-89.0,71.4,-293.1,-438.9,-44.1,1001.5,19.85,3.87,31.68
31.69,1.86,8.78,2.805,-0.407,-605.7,-116.3,71.5,-293.1,-458.1,-52.5,1001.3,19.85,3.87,31.69
31.7,1.835,8.5,3.72,-0.352,-630.9,-141.5,63.5,-312.3,-474.9,-60.3,1001.3,19.85,3.87,31.7
31.71,1.805,8.06,4.66,-0.326,-653.2,-163.9,48.9,-300.3,-477.3,-63.3,1001.2,19.85,3.87,31.71
31.72,1.735,7.57,5.475,-0.308,-674.0,-181.1,29.8,-305.1,-484.5,-74.1,1001.3,19.85,3.87,31.72
31.73,1.745,7.085,6.185,-0.245,-694.5,-192.8,8.5,-302.7,-470.1,-80.7,1001.4,19.85,3.87,31.73
31.74,1.855,6.64,6.64,-0.238,-714.9,-201.7,-12.9,-326.7,-479.7,-86.7,1001.4,19.85,3.87,31.74
31.75,1.955,6.5,6.955,-0.092,-735.7,-209.9,-33.0,-312.3,-472.5,-104.7,1001.3,19.85,3.87,31.75
31.76,2.035,6.16,7.815,0.347,-757.0,-217.1,-50.1,-290.7,-462.9,-110.1,1001.3,19.85,3.87,31.76
31.77,2.16,5.125,9.06,0.821,-777.6,-222.5,-67.1,-309.9,-448.5,-121.5,1001.3,19.85,3.87,31.77
31.78,2.42,4.075,9.995,1.252,-796.0,-226.2,-86.7,-321.9,-426.9,-128.1,1001.1,19.85,3.87,31.78
31.79,2.325,2.875,10.655,1.468,-810.9,-227.1,-110.3,-317.1,-400.5,-146.1,1000.9,19.85,3.87,31.79
31.8,1.505,1.39,11.16,1.536,-809.4,-225.5,-141.5,-324.3,-362.1,-134.1,1001.0,19.85,3.87,31.8
31.81,0.725,0.05,10.845,1.059,-782.8,-220.1,-182.2,-319.5,-330.9,-143.1,1000.9,19.85,3.87,31.81
31.82,0.705,-1.01,10.11,0.375,-745.3,-204.5,-225.1,-317.1,-282.9,-145.5,1001.0,19.85,3.87,31.82
31.83,0.785,-1.95,9.425,-0.153,-705.4,-178.5,-264.5,-341.1,-263.7,-153.9,1001.1,19.85,3.87,31.83
31.84,1.25,-2.495,8.965,-0.421,-663.5,-150.4,-299.5,-338.7,-218.1,-155.1,1001.1,19.85,3.87,31.84
31.85,1.855,-3.15,8.685,-0.387,-620.9,-123.1,-329.0,-353.1,-194.1,-161.1,1001.1,19.85,3.87,31.85
31.86,2.46,-3.685,8.245,-0.45,-574.6,-96.4,-354.0,-355.5,-172.5,-158.7,1001.0,19.85,3.87,31.86
31.87,3.435,-3.93,7.85,-0.383,-520.4,-71.4,-373.2,-365.1,-141.3,-155.7,1001.2,19.85,3.87,31.87
31.88,4.39,-4.04,7.445,-0.269,-474.6,-51.0,-378.5,-377.1,-126.9,-152.7,1001.3,19.85,3.87,31.88
31.89,4.84,-4.285,6.95,-0.318,-442.8,-39.0,-371.8,-365.1,-105.3,-151.5,1001.2,19.85,3.87,31.89
31.9,5.445,-4.505,6.35,-0.309,-414.1,-32.3,-359.6,-381.9,-86.1,-153.3,1001.1,19.85,3.87,31.9
31.91,6.03,-4.775,5.78,-0.189,-377.6,-27.4,-344.7,-377.1,-86.1,-159.3,1001.1,19.85,3.87,31.91
31.92,6.62,-5.02,5.23,0.007,-327.8,-26.8,-324.8,-381.9,-74.1,-153.3,1001.2,19.85,3.87,31.92
31.93,7.35,-5.225,4.68,0.35,-264.5,-33.8,-296.6,-403.5,-59.7,-146.1,1001.1,19.85,3.87,31.93
31.94,8.065,-5.585,4.285,0.895,-167.3,-47.2,-257.3,-396.3,-59.7,-145.5,1001.2,19.85,3.87,31.94
31.95,9.385,-6.155,4.155,2.158,-32.4,-63.4,-196.2,-415.5,-57.3,-143.7,1001.8,19.85,3.87,31.95
31.96,10.65,-6.215,4.49,3.313,137.3,-71.7,-123.7,-425.1,-69.3,-146.7,1001.2,19.85,3.87,31.96
31.97,8.53,-6.335,5.055,1.956,292.4,-77.2,-68.5,-434.7,-81.3,-146.1,1001.0,19.85,3.87,31.97
31.98,8.54,-5.915,5.74,2.059,417.4,-83.1,-23.9,-417.9,-88.5,-149.1,1000.8,19.85,3.87,31.98
31.99,8.23,-5.025,6.365,1.744,527.3,-81.3,15.9,-434.7,-122.1,-147.9,1000.9,19.85,3.87,31.99
32.0,7.69,-3.875,6.745,1.128,583.0,-77.5,50.1,-449.1,-138.9,-143.7,1000.9,19.85,3.87,32.0
32.01,7.24,-2.62,6.81,0.469,611.2,-72.0,75.8,-437.1,-167.7,-146.7,1000.9,19.85,3.87,32.01
32.02,7.175,-1.085,7.095,0.339,618.6,-64.2,90.1,-449.1,-194.1,-149.1,1000.7,19.85,3.87,32.02
32.03,7.25,-0.03,7.53,0.643,610.9,-53.7,97.6,-441.9,-232.5,-143.1,1000.9,19.85,3.87,32.03
32.04,7.44,0.715,7.82,1.007,602.6,-40.2,107.2,-437.1,-244.5,-143.1,1000.8,19.85,3.87,32.04
32.05,7.495,1.435,8.025,1.264,595.3,-24.6,120.1,-456.3,-275.7,-143.1,1000.6,19.85,3.87,32.05
32.06,7.75,2.25,8.09,1.617,585.3,-7.4,136.5,-432.3,-287.7,-140.7,1001.7,19.85,3.87,32.06
32.07,7.925,3.15,7.98,1.869,580.9,10.4,153.4,-453.9,-314.1,-134.1,1001.5,19.85,3.87,32.07
32.08,7.855,4.04,7.62,1.856,581.2,25.8,167.0,-449.1,-328.5,-132.9,1001.4,19.85,3.87,32.08
32.09,7.69,4.91,7.285,1.865,572.6,34.6,173.3,-465.9,-335.7,-123.9,1001.4,19.85,3.87,32.09
32.1,7.65,5.69,7.01,2.024,550.6,37.4,170.1,-473.1,-354.9,-122.1,1001.2,19.85,3.87,32.1
32.11,9.865,6.975,7.7,4.517,528.7,41.2,158.1,-463.5,-366.9,-118.5,1002.0,19.85,3.87,32.11
32.12,17.91,9.04,10.99,13.065,581.6,97.2,129.5,-477.9,-362.1,-114.9,1003.6,19.85,3.87,32.12
32.13,22.965,11.38,12.37,18.649,728.9,271.2,58.8,-470.7,-381.3,-116.7,1003.5,19.85,3.87,32.13
32.14,15.555,11.555,8.0,11.154,872.1,472.4,-93.2,-473.1,-400.5,-107.1,1001.7,19.85,3.87,32.14
32.15,8.255,10.8,3.215,4.159,918.0,540.3,-264.6,-451.5,-412.5,-105.3,1000.8,19.85,3.87,32.15
32.16,6.43,10.645,0.815,2.653,908.9,478.9,-387.6,-420.3,-443.7,-93.3,1000.6,19.85,3.87,32.16
32.17,6.77,11.41,-0.39,3.463,899.0,369.0,-455.1,-398.7,-467.7,-88.5,1000.8,19.85,3.87,32.17
32.18,10.38,18.01,-0.105,10.977,928.2,237.5,-480.7,-386.7,-465.3,-73.5,1001.4,19.85,3.87,32.18
32.19,17.08,34.455,0.8,28.654,1103.1,44.7,-358.8,-350.7,-470.1,-60.9,1003.7,19.85,3.87,32.19
32.2,21.54,30.54,-4.66,27.851,1353.5,-154.5,-62.5,-345.9,-455.7,-47.7,1003.0,19.85,3.87,32.2
32.21,16.52,13.6,-9.14,13.458,1218.0,-282.0,69.5,-333.9,-414.9,-38.1,1001.0,19.85,3.87,32.21
32.22,9.07,5.655,-8.86,4.073,855.1,-405.9,104.2,-331.5,-371.7,-24.3,1000.0,19.85,3.87,32.22
32.23,5.23,2.6,-9.245,1.125,537.4,-496.0,179.3,-312.3,-333.3,-21.9,999.5,19.85,3.87,32.23
32.24,1.595,2.005,-14.57,4.984,209.8,-563.4,243.3,-293.1,-316.5,-14.1,999.2,19.85,3.87,32.24
32.25,-3.95,7.68,-34.865,26.109,28.5,-496.7,292.2,-293.1,-316.5,-17.7,999.1,19.85,3.87,32.25
32.26,-1.69,3.51,-28.705,19.158,-21.7,-179.6,323.2,-264.3,-309.3,-5.1,999.4,19.85,3.87,32.26
32.27,1.755,0.73,-13.245,3.571,-334.9,-70.2,245.7,-269.1,-318.9,-18.9,999.5,19.85,3.87,32.27
32.28,0.52,2.395,-8.805,-0.67,-630.1,-136.3,118.1,-269.1,-342.9,-16.5,999.5,19.85,3.87,32.28
32.29,0.09,4.12,-7.105,-1.596,-746.4,-137.3,27.1,-261.9,-383.7,-24.9,999.6,19.85,3.87,32.29
32.3,0.79,5.71,-5.7,-1.703,-796.1,-106.2,-15.9,-264.3,-417.3,-37.5,999.7,19.85,3.87,32.3
32.31,0.875,7.12,-4.01,-1.592,-874.3,-86.5,-24.0,-240.3,-446.1,-47.7,999.6,19.85,3.87,32.31
32.32,0.89,7.5,-1.66,-2.077,-946.2,-87.9,-9.9,-245.1,-460.5,-54.3,999.6,19.85,3.87,32.32
32.33,1.31,6.82,0.815,-2.818,-1007.6,-111.2,-0.3,-249.9,-484.5,-65.1,999.7,19.85,3.87,32.33
32.34,1.245,5.105,2.7,-3.902,-1073.9,-140.5,-16.8,-252.3,-491.7,-84.9,999.6,19.85,3.87,32.34
32.35,0.85,2.945,3.44,-5.202,-1122.5,-156.1,-61.6,-240.3,-496.5,-96.9,999.7,19.85,3.87,32.35
32.36,0.47,1.2,3.49,-6.09,-1154.2,-148.7,-118.9,-261.9,-472.5,-113.1,999.7,19.85,3.87,32.36
32.37,0.275,0.135,3.25,-6.546,-1187.6,-117.9,-169.4,-240.3,-448.5,-120.3,999.5,19.85,3.87,32.37
32.38,0.11,-0.285,2.96,-6.834,-1219.9,-72.6,-203.2,-225.9,-410.1,-134.7,999.6,19.85,3.87,32.38
32.39,-0.005,-0.64,2.82,-6.918,-1244.6,-20.7,-218.9,-225.9,-340.5,-152.1,999.6,19.85,3.87,32.39
32.4,0.01,-0.81,2.505,-7.177,-1266.7,34.9,-218.3,-213.9,-280.5,-148.5,999.6,19.85,3.87,32.4
32.41,0.15,-0.755,2.055,-7.616,-1285.5,89.3,-201.0,-209.1,-201.3,-159.9,999.5,19.85,3.87,32.41
32.42,0.305,-0.565,1.61,-8.077,-1297.2,135.7,-167.9,-211.5,-117.3,-160.5,999.6,19.85,3.87,32.42
32.43,0.565,-0.345,1.435,-8.23,-1306.5,170.7,-121.6,-192.3,-66.9,-152.1,999.5,19.85,3.87,32.43
32.44,0.885,-0.225,1.285,-8.234,-1317.7,188.5,-67.8,-194.7,0.3,-141.9,999.7,19.85,3.87,32.44
32.45,1.01,0.0,1.215,-8.23,-1327.0,185.9,-12.2,-192.3,65.1,-133.5,999.6,19.85,3.87,32.45
32.46,1.2,0.435,1.14,-8.099,-1325.4,163.2,39.8,-189.9,101.1,-117.9,999.6,19.85,3.87,32.46
32.47,1.26,0.96,1.23,-7.804,-1308.1,129.4,80.4,-180.3,127.5,-98.1,999.7,19.85,3.87,32.47
32.48,1.13,1.14,1.25,-7.776,-1278.9,94.8,106.6,-163.5,134.7,-79.5,999.6,19.85,3.87,32.48
32.49,1.07,1.18,1.145,-7.848,-1247.0,59.7,122.3,-177.9,117.9,-66.3,999.6,19.85,3.87,32.49
32.5,1.025,1.23,1.055,-7.893,-1215.7,23.4,127.6,-173.1,113.1,-57.3,999.6,19.85,3.87,32.5
32.51,1.005,1.18,0.9,-8.018,-1188.6,-10.6,122.4,-146.7,65.1,-35.1,999.6,19.85,3.87,32.51
32.52,0.7,1.02,0.075,-8.571,-1169.3,-34.9,108.6,-137.1,36.3,-32.7,999.7,19.85,3.87,32.52
32.53,0.675,1.09,-2.565,-6.942,-1139.7,-24.3,81.7,-141.9,-18.9,-20.7,999.7,19.85,3.87,32.53
32.54,0.515,2.465,-2.935,-5.943,-1070.9,54.6,61.6,-144.3,-78.9,-18.3,999.7,19.85,3.87,32.54
32.55,2.125,6.69,-3.42,-2.002,-997.4,148.4,84.6,-144.3,-134.1,-10.5,999.7,19.85,3.87,32.55
32.56,8.025,18.81,-9.5,12.739,-797.7,169.7,78.9,-137.1,-201.3,-10.5,1000.3,19.85,3.87,32.56
32.57,12.53,26.685,-10.835,21.598,-292.4,113.6,0.6,-141.9,-234.9,-12.3,1000.7,19.85,3.87,32.57
32.58,12.53,26.685,-10.835,21.598,-292.4,113.6,0.6,-141.9,-234.9,-12.3,1000.6,19.85,3.87,32.58
32.59,10.845,24.1,-6.82,17.484,159.1,87.0,-18.9,-168.3,-213.3,-14.1,1000.0,19.85,3.87,32.59
32.6,4.805,14.66,-3.59,6.03,364.9,64.2,10.4,-168.3,-191.7,-14.1,999.8,19.85,3.87,32.6
32.61,2.015,6.67,-2.035,-2.551,475.7,25.7,2.1,-170.7,-174.9,-5.7,999.8,19.85,3.87,32.61
32.62,1.4,3.77,-1.75,-5.424,534.5,-11.0,-8.9,-180.3,-160.5,-9.9,999.6,19.85,3.87,32.62
32.63,0.84,2.41,-1.67,-6.76,590.3,-49.8,-13.9,-180.3,-117.3,-7.5,999.8,19.85,3.87,32.63
32.64,1.45,1.88,-2.21,-6.566,639.3,-80.6,-14.8,-175.5,-88.5,-17.7,999.8,19.85,3.87,32.64
32.65,2.14,1.7,-3.84,-5.097,679.2,-93.7,-6.2,-173.1,-57.3,-12.3,999.8,19.85,3.87,32.65
32.66,2.62,1.37,-6.465,-2.701,734.6,-107.7,17.2,-163.5,-30.9,-19.5,999.8,19.85,3.87,32.66
32.67,2.19,0.805,-7.545,-1.912,853.5,-119.9,59.5,-153.9,0.3,-29.1,999.8,19.85,3.87,32.67
32.68,1.25,-1.045,-7.3,-2.33,1024.2,-93.7,85.9,-153.9,43.5,-33.9,999.6,19.85,3.87,32.68
32.69,-0.04,-4.475,-6.26,-2.115,1254.2,-50.6,86.9,-149.1,77.1,-44.7,999.5,19.85,3.87,32.69
32.7,-1.45,-9.115,-2.635,-0.212,1539.6,-19.1,43.1,-151.5,120.3,-65.7,999.5,19.85,3.87,32.7
32.71,-0.675,-10.845,5.235,2.251,1865.3,-37.8,-60.8,-144.3,134.7,-87.3,999.5,19.85,3.87,32.71
32.72,0.71,-8.955,12.78,5.811,1998.0,-148.7,-129.5,-149.1,108.3,-113.1,999.5,19.85,3.87,32.72
32.73,0.89,-6.555,18.55,9.884,1998.0,-277.7,-61.7,-153.9,50.7,-135.9,999.6,19.85,3.87,32.73
32.74,-0.81,-3.095,23.25,13.659,1995.1,-292.9,120.3,-173.1,-69.3,-155.1,999.6,19.85,3.87,32.74
32.75,-2.75,2.21,26.375,16.8,1998.0,-162.9,275.3,-180.3,-208.5,-153.9,999.4,19.85,3.87,32.75
32.76,-4.055,8.56,24.615,16.565,1996.2,-14.2,303.5,-170.7,-314.1,-147.9,999.4,19.85,3.87,32.76
32.77,-3.66,13.09,15.125,10.525,1884.6,48.3,247.8,-192.3,-419.7,-127.5,999.5,19.85,3.87,32.77
32.78,-3.41,11.945,4.015,3.245,1672.4,56.4,182.3,-194.7,-462.9,-115.5,999.4,19.85,3.87,32.78
32.79,-3.54,11.22,-1.19,2.015,1631.8,64.9,120.7,-216.3,-501.3,-90.3,999.3,19.85,3.87,32.79
32.8,-4.19,9.97,-5.69,2.41,1621.4,68.3,78.2,-211.5,-477.3,-65.7,999.3,19.85,3.87,32.8
32.81,-3.945,5.77,-9.545,2.021,1448.1,69.6,52.7,-213.9,-455.7,-48.3,999.3,19.85,3.87,32.81
32.82,-2.94,1.13,-8.92,-0.35,1184.5,47.7,23.1,-206.7,-422.1,-36.9,999.3,19.85,3.87,32.82
32.83,-2.285,-1.245,-7.31,-2.051,948.4,13.7,-0.6,-218.7,-376.5,-29.1,999.4,19.85,3.87,32.83
32.84,-1.13,-1.875,-6.285,-3.155,730.6,-12.2,-4.6,-221.1,-335.7,-15.9,999.6,19.85,3.87,32.84
32.85,-0.375,-1.92,-5.52,-3.954,550.3,-28.4,-4.6,-225.9,-299.7,-6.3,999.6,19.85,3.87,32.85
32.86,0.18,-2.1,-5.155,-4.241,437.4,-34.0,-4.3,-221.1,-282.9,0.3,999.6,19.85,3.87,32.86
32.87,0.87,-2.145,-5.34,-3.99,342.1,-32.8,-1.2,-223.5,-263.7,-6.3,999.8,19.85,3.87,32.87
32.88,1.325,-1.985,-6.105,-3.255,222.1,-28.6,6.5,-230.7,-244.5,-6.3,999.6,19.85,3.87,32.88
32.89,1.39,-1.985,-8.11,-1.346,60.1,-22.3,13.4,-206.7,-234.9,-8.1,999.7,19.85,3.87,32.89
32.9,1.45,-2.145,-11.23,1.715,-166.9,-18.2,12.7,-204.3,-246.9,-9.3,999.8,19.85,3.87,32.9
32.91,2.135,-1.005,-12.295,2.709,-504.9,-23.2,-0.1,-216.3,-261.3,-8.7,999.9,19.85,3.87,32.91
32.92,2.24,1.485,-7.31,-2.022,-860.6,-38.7,-28.0,-211.5,-292.5,-14.7,999.8,19.85,3.87,32.92
32.93,1.275,2.45,-3.295,-5.511,-987.8,-45.5,-54.9,-199.5,-359.7,-19.5,999.7,19.85,3.87,32.93
32.94,2.08,3.765,-4.16,-3.826,-1026.3,-34.6,-64.8,-201.9,-395.7,-29.7,1000.0,19.85,3.87,32.94
32.95,3.545,7.125,-5.475,-0.15,-1123.5,-17.4,-69.4,-192.3,-431.7,-47.1,1000.1,19.85,3.87,32.95
32.96,5.325,12.75,-5.255,4.973,-1252.1,4.2,-64.7,-189.9,-458.1,-54.9,1000.3,19.85,3.87,32.96
32.97,6.765,19.46,-0.93,10.813,-1453.1,29.1,-33.5,-192.3,-486.9,-69.9,1000.3,19.85,3.87,32.97
32.98,5.88,20.5,8.94,13.315,-1730.1,33.8,7.1,-187.5,-494.1,-93.9,1000.1,19.85,3.87,32.98
32.99,3.865,12.785,17.755,12.408,-1977.3,14.2,13.4,-187.5,-460.5,-121.5,999.9,19.85,3.87,32.99
33.0,2.06,5.685,22.085,13.088,-1997.9,-18.7,0.5,-168.3,-381.3,-141.3,999.8,19.85,3.87,33.0
33.01,1.375,-1.76,25.27,15.559,-1992.3,-63.7,-39.9,-185.1,-275.7,-156.3,999.9,19.87,3.87,33.01
33.02,0.93,-12.02,22.225,15.474,-1851.0,-92.1,-127.9,-206.7,-184.5,-163.5,1000.0,19.87,3.87,33.02
33.03,0.745,-15.375,11.715,9.534,-1515.2,-69.8,-200.0,-197.1,-83.7,-159.9,1000.0,19.87,3.87,33.03
33.04,1.81,-15.04,4.635,6.032,-1213.1,-5.1,-180.8,-206.7,-4.5,-148.5,999.9,19.87,3.87,33.04
33.05,2.34,-12.685,0.0,3.089,-942.3,30.1,-110.3,-201.9,50.7,-143.1,1000.0,19.87,3.87,33.05
33.06,2.815,-9.37,-2.045,0.185,-732.8,29.3,-45.4,-213.9,72.3,-136.5,1000.0,19.87,3.87,33.06
33.07,3.055,-7.125,-2.585,-1.638,-560.9,15.1,-18.0,-225.9,105.9,-126.9,1000.0,19.87,3.87,33.07
33.08,2.88,-6.3,-2.525,-2.437,-383.9,2.3,-28.7,-213.9,103.5,-120.9,1000.0,19.87,3.87,33.08
33.09,2.915,-6.665,-2.355,-2.164,-195.2,-4.9,-51.5,-213.9,115.5,-119.1,999.9,19.87,3.87,33.09
33.1,2.86,-8.09,-1.95,-1.011,23.9,-13.2,-72.2,-233.1,125.1,-115.5,999.9,19.87,3.87,33.1
33.11,2.035,-9.52,-0.75,-0.046,245.6,-22.7,-78.5,-225.9,117.9,-113.1,999.9,19.87,3.87,33.11
33.12,0.99,-10.405,0.575,0.658,408.0,-29.1,-70.3,-230.7,105.9,-120.9,999.8,19.87,3.87,33.12
33.13,-0.16,-10.83,1.745,1.161,507.9,-29.0,-55.3,-235.5,93.9,-129.3,999.6,19.87,3.87,33.13
33.14,-1.1,-10.99,2.795,1.583,557.1,-22.6,-41.4,-242.7,69.9,-131.1,999.6,19.87,3.87,33.14
33.15,-1.8,-10.22,3.855,1.26,546.5,-14.6,-37.1,-240.3,65.1,-141.9,999.6,19.87,3.87,33.15
33.16,-1.945,-8.295,4.95,0.044,512.8,-6.2,-40.8,-247.5,36.3,-146.1,999.6,19.87,3.87,33.16
33.17,-1.79,-6.545,5.66,-0.974,503.3,-4.6,-46.7,-235.5,14.7,-151.5,999.5,19.87,3.87,33.17
33.18,-1.61,-5.48,6.12,-1.439,508.8,-6.5,-47.3,-249.9,-14.1,-156.3,999.6,19.87,3.87,33.18
33.19,-1.31,-4.66,6.765,-1.492,498.1,-5.8,-42.2,-247.5,-42.9,-164.1,999.6,19.87,3.87,33.19
33.2,-1.005,-3.94,7.745,-1.063,475.1,-2.6,-36.0,-247.5,-86.1,-153.9,999.6,19.87,3.87,33.2
33.21,-0.66,-3.7,8.7,-0.333,446.5,8.2,-31.8,-242.7,-90.9,-160.5,999.7,19.87,3.87,33.21
33.22,-0.12,-3.54,9.29,0.132,381.0,27.6,-32.8,-247.5,-129.3,-162.9,999.7,19.87,3.87,33.22
33.23,0.335,-3.22,9.235,-0.024,260.9,43.7,-37.6,-233.1,-138.9,-156.9,999.7,19.87,3.87,33.23
33.24,0.34,-2.4,8.7,-0.779,114.5,51.8,-41.1,-233.1,-141.3,-156.9,999.8,19.87,3.87,33.24
33.25,-0.035,-1.565,8.135,-1.526,11.0,58.1,-36.7,-245.1,-160.5,-156.9,999.7,19.87,3.87,33.25
33.26,-0.355,-1.465,8.305,-1.369,-26.8,65.9,-18.6,-230.7,-146.1,-159.3,999.7,19.87,3.87,33.26
33.27,-0.02,-1.88,9.0,-0.616,-25.2,67.9,7.8,-223.5,-148.5,-156.9,999.7,19.87,3.87,33.27
33.28,0.45,-2.295,9.38,-0.143,-7.8,60.3,30.6,-240.3,-143.7,-162.3,999.7,19.87,3.87,33.28
33.29,0.715,-2.535,9.43,-0.019,25.2,51.2,44.6,-221.1,-153.3,-163.5,999.7,19.87,3.87,33.29
33.3,1.165,-2.89,9.805,0.478,73.7,48.8,54.0,-206.7,-138.9,-159.9,999.9,19.87,3.87,33.3
33.31,1.655,-3.215,10.435,1.234,124.7,53.1,61.5,-209.1,-155.7,-161.7,999.9,19.87,3.87,33.31
33.32,1.98,-3.295,10.715,1.574,163.7,60.7,67.6,-211.5,-158.1,-160.5,999.9,19.87,3.87,33.32
33.33,2.145,-2.875,10.68,1.456,181.7,72.6,71.6,-204.3,-174.9,-160.5,1000.0,19.87,3.87,33.33
33.34,2.3,-2.06,10.55,1.183,190.4,89.9,71.2,-194.7,-194.1,-157.5,999.9,19.87,3.87,33.34
33.35,2.545,-1.175,10.62,1.174,204.3,107.8,65.6,-211.5,-194.1,-163.5,1000.0,19.87,3.87,33.35
33.36,2.805,-0.32,11.025,1.571,223.6,117.0,57.6,-201.9,-208.5,-156.9,1000.1,19.87,3.87,33.36
33.37,3.09,0.58,11.425,2.04,244.1,114.9,53.2,-153.9,-218.1,-153.3,1000.0,19.87,3.87,33.37
33.38,3.405,1.505,11.5,2.278,260.6,107.9,53.5,-173.1,-246.9,-156.3,1000.0,19.87,3.87,33.38
33.39,3.27,2.39,11.325,2.217,275.1,102.1,54.7,-168.3,-258.9,-149.1,1000.0,19.87,3.87,33.39
33.4,3.24,3.055,11.2,2.243,291.5,100.2,55.4,-173.1,-282.9,-149.7,1000.1,19.87,3.87,33.4
33.41,3.38,3.665,10.78,2.067,297.3,96.7,55.8,-161.1,-297.3,-153.3,1000.1,19.87,3.87,33.41
33.42,3.395,4.235,9.98,1.551,290.1,89.4,55.5,-161.1,-297.3,-156.3,999.9,19.87,3.87,33.42
33.43,3.41,4.83,9.385,1.282,283.7,82.6,53.2,-151.5,-323.7,-150.9,1000.0,19.87,3.87,33.43
33.44,3.555,5.38,9.09,1.335,282.6,77.9,47.3,-158.7,-321.3,-146.1,1000.1,19.87,3.87,33.44
33.45,3.51,5.955,8.955,1.503,283.5,72.4,40.7,-151.5,-345.3,-149.1,1000.1,19.87,3.87,33.45
33.46,3.555,6.785,9.055,2.05,286.5,64.0,36.4,-156.3,-352.5,-138.3,1000.0,19.87,3.87,33.46
33.47,3.68,7.495,9.355,2.729,291.0,51.7,33.5,-149.1,-376.5,-141.3,1000.0,19.87,3.87,33.47
33.48,3.68,7.495,9.355,2.729,291.0,51.7,33.5,-149.1,-376.5,-141.3,1000.0,19.87,3.87,33.48
33.49,3.685,8.02,9.305,3.015,278.7,39.5,33.4,-165.9,-388.5,-142.5,1000.1,19.87,3.87,33.49
33.5,3.695,8.53,7.895,2.386,222.0,23.8,36.1,-144.3,-405.3,-129.3,1000.0,19.87,3.87,33.5
33.51,3.695,8.53,7.895,2.386,222.0,23.8,36.1,-144.3,-405.3,-129.3,1000.0,19.88,3.87,33.51
33.52,3.65,8.59,7.175,1.962,192.9,19.3,34.2,-149.1,-407.7,-125.7,1000.1,19.88,3.87,33.52
33.53,3.585,8.82,6.44,1.684,165.9,15.1,32.9,-151.5,-422.1,-124.5,1000.1,19.88,3.87,33.53
33.54,3.51,9.29,6.21,1.903,154.2,9.3,32.7,-141.9,-422.1,-124.5,1000.1,19.88,3.87,33.54
33.55,3.685,9.82,6.395,2.474,140.8,1.6,35.2,-156.3,-419.7,-126.9,1000.1,19.88,3.87,33.55
33.56,3.99,9.93,6.325,2.621,91.4,-5.8,40.4,-149.1,-438.9,-120.9,1000.2,19.88,3.87,33.56
33.57,4.26,9.84,6.065,2.509,10.7,-10.2,45.2,-158.7,-436.5,-122.7,1000.1,19.88,3.87,33.57
33.58,4.44,9.68,5.97,2.399,-71.9,-13.5,47.6,-156.3,-441.3,-124.5,1000.1,19.88,3.87,33.58
33.59,4.27,9.4,6.055,2.159,-140.1,-19.3,48.9,-170.7,-426.9,-125.1,1000.1,19.88,3.87,33.59
33.6,3.885,9.315,6.465,2.176,-183.4,-28.1,48.9,-170.7,-438.9,-128.7,1000.0,19.88,3.87,33.6
33.61,3.69,9.165,7.31,2.48,-212.0,-40.7,46.7,-163.5,-426.9,-123.9,1000.1,19.88,3.87,33.61
33.62,3.555,8.53,7.96,2.387,-256.7,-54.2,43.7,-173.1,-424.5,-138.3,1000.0,19.88,3.87,33.62
33.63,3.17,7.555,8.285,1.842,-318.4,-63.0,39.3,-185.1,-412.5,-133.5,999.9,19.88,3.87,33.63
33.64,2.84,6.53,8.605,1.359,-379.8,-66.2,33.2,-187.5,-402.9,-133.5,999.9,19.88,3.87,33.64
33.65,2.485,5.525,8.765,0.845,-435.2,-66.4,27.5,-189.9,-374.1,-137.1,999.9,19.88,3.87,33.65
33.66,2.145,4.495,8.765,0.271,-472.4,-64.1,23.1,-189.9,-364.5,-147.9,999.8,19.88,3.87,33.66
33.67,1.875,3.56,8.975,0.026,-484.8,-63.9,16.4,-206.7,-340.5,-146.1,999.9,19.88,3.87,33.67
33.68,1.52,2.565,9.345,-0.001,-473.4,-69.1,4.9,-213.9,-314.1,-149.7,999.8,19.88,3.87,33.68
33.69,1.13,1.4,9.835,0.188,-458.6,-74.0,-7.6,-197.1,-294.9,-155.1,999.7,19.88,3.87,33.69
